city,countyOrParish,stateOrProvince,address,shortAddress
Carlisle,Schoharie,NY,"847 Grovenors Corners Road, Carlisle, NY 12031",847 Grovenors Corners Road
Nassau,Rensselaer,NY,"197 Morey Park Road, Nassau, NY 12123",197 Morey Park Road
Lewis,Essex,NY,"741 Stowersville Road, Lewis, NY 12950",741 Stowersville Road
Clifton Park,Saratoga,NY,"8 Wall Street, 210, Clifton Park, NY 12065","8 Wall Street, 210"
New Lebanon,Columbia,NY,"79 West St Street, New Lebanon, NY 12125",79 West St Street
Scotia,Schenectady,NY,"3 north toll Street, Scotia, NY 12302",3 north toll Street
East Greenbush,Rensselaer,NY,"198 McCullough Place, East Greenbush, NY 12144",198 McCullough Place
Bethlehem,Albany,NY,"30 Crannell Avenue, Bethlehem, NY 12054",30 Crannell Avenue
Duanesburg,Schenectady,NY,"102 Judith Lane, Duanesburg, NY 12053",102 Judith Lane
Guilderland,Albany,NY,"118 Garnett Lane, Guilderland, NY 12159",118 Garnett Lane
Glenville,Schenectady,NY,"556 Swaggertown Road, Glenville, NY 12302",556 Swaggertown Road
Colonie,Albany,NY,"36 Johnson Road, Colonie, NY 12110",36 Johnson Road
Glens Falls,Warren,NY,"10 Auburn Place, Glens Falls, NY 12801",10 Auburn Place
Troy,Rensselaer,NY,"58 Middleburgh Street, Troy, NY 12180",58 Middleburgh Street
Lake George,Warren,NY,"281 Bloody Pond Road, Lake George, NY 12845",281 Bloody Pond Road
Clifton Park,Saratoga,NY,"880 Route 146A, Clifton Park, NY 12065",880 Route 146A
Halfmoon,Saratoga,NY,"1 Silver Oak Drive, Halfmoon, NY 12065",1 Silver Oak Drive
Albany,Albany,NY,"18 Kakely Street, Albany, NY 12208",18 Kakely Street
Worcester,Otsego,NY,"176 Boughton Road, Worcester, NY 12197",176 Boughton Road
East Greenbush,Rensselaer,NY,"8 W Hudson Avenue, East Greenbush, NY 12144",8 W Hudson Avenue
Albany,Albany,NY,"177 Berkshire Boulevard, Albany, NY 12203",177 Berkshire Boulevard
Clifton Park,Saratoga,NY,"8 W Wind Way, Clifton Park, NY 12065",8 W Wind Way
Corinth,Saratoga,NY,"371 Angel Road, Corinth, NY 12822",371 Angel Road
South Glens Falls,Saratoga,NY,"19 McHugh Street, South Glens Falls, NY 12803",19 McHugh Street
Wilton,Saratoga,NY,"10 Eastpointe Drive, Wilton, NY 12866",10 Eastpointe Drive
Hebron,Washington,NY,"111 Chester Dawn Way, Hebron, NY 12865",111 Chester Dawn Way
Salem,Washington,NY,"86 W Broadway, Salem, NY 12865",86 W Broadway
Broadalbin,Fulton,NY,"225 County Highway 109, Broadalbin, NY 12025",225 County Highway 109
Colonie,Albany,NY,"212 Menands Road, Colonie, NY 12211",212 Menands Road
Schodack,Rensselaer,NY,"378 Burden Lake Road, Schodack, NY 12061",378 Burden Lake Road
Queensbury,Warren,NY,"139 Dixon Road, Queensbury, NY 12804",139 Dixon Road
Granville,Washington,NY,"2731 County Route 17, Granville, NY 12832",2731 County Route 17
Benson,Hamilton,NY,"325 River Road, Benson, NY 12134",325 River Road
Albany,Albany,NY,"172 Hackett Boulevard, Albany, NY 12209",172 Hackett Boulevard
Johnsburg,Warren,NY,"99 Mountain Path, Johnsburg, NY 12853",99 Mountain Path
North Greenbush,Rensselaer,NY,"302 Brison Avenue, North Greenbush, NY 12180",302 Brison Avenue
Rotterdam,Schenectady,NY,"2546 1st Avenue, Rotterdam, NY 12303",2546 1st Avenue
Albany,Albany,NY,"804 Madison Avenue, Albany, NY 12208",804 Madison Avenue
Schenectady,Schenectady,NY,"4 Hillside Avenue, Schenectady, NY 12308",4 Hillside Avenue
Middleburgh,Schoharie,NY,"115 Chestnut Lane, Middleburgh, NY 12122",115 Chestnut Lane
Watervliet,Albany,NY,"2505 4th Avenue, Watervliet, NY 12189",2505 4th Avenue
Charlton,Saratoga,NY,"1105 Deer Run, Charlton, NY 12019",1105 Deer Run
Ghent,Columbia,NY,"70 Tipple Road, Ghent, NY 12075",70 Tipple Road
Saratoga Springs,Saratoga,NY,"187 Maple Avenue, Saratoga Springs, NY 12866",187 Maple Avenue
Bethlehem,Albany,NY,"316 Kenwood Avenue, Bethlehem, NY 12054",316 Kenwood Avenue
Saratoga Springs,Saratoga,NY,"289 Jefferson Street, APT 19, Saratoga Springs, NY 12866","289 Jefferson Street, APT 19"
Schenectady,Albany,NY,"273 Lishakill Road, Schenectady, NY 12309",273 Lishakill Road
Saratoga Springs,Saratoga,NY,"159 Grand Avenue, Saratoga Springs, NY 12866",159 Grand Avenue
Malta,Saratoga,NY,"49 Thimbleberry Road, Malta, NY 12020",49 Thimbleberry Road
Out-of State,Berkshire,MA,"499 Tamarack Road, Out-of State, MA 99999",499 Tamarack Road
Wilton,Saratoga,NY,"5 Plumas Place, Wilton, NY 12866",5 Plumas Place
Saratoga Springs,Saratoga,NY,"47 Daintree Drive, Saratoga Springs, NY 12866",47 Daintree Drive
Watervliet,Albany,NY,"436 7th Avenue, Watervliet, NY 12189",436 7th Avenue
Cohoes,Albany,NY,"89 Egbert Street, Cohoes, NY 12047",89 Egbert Street
Clifton Park,Saratoga,NY,"38 Robinwood Drive, Clifton Park, NY 12065",38 Robinwood Drive
Troy,Rensselaer,NY,"331 3rd Street, Troy, NY 12180",331 3rd Street
Colonie,Albany,NY,"44 Shepard Avenue, Colonie, NY 12304",44 Shepard Avenue
Albany,Albany,NY,"125 Lenox Avenue, Albany, NY 12203",125 Lenox Avenue
Saratoga Springs,Saratoga,NY,"39 Pinewood Avenue, Saratoga Springs, NY 12866",39 Pinewood Avenue
Malta,Saratoga,NY,"110 5th Street, Malta, NY 12866",110 5th Street
Hebron,Washington,NY,"499 N Grimes Road, Hebron, NY 12832",499 N Grimes Road
Halfmoon,Saratoga,NY,"6 Chip Shot Way, Halfmoon, NY 12118",6 Chip Shot Way
Johnstown,Fulton,NY,"695 County Highway 122, Johnstown, NY 12078",695 County Highway 122
Fort Plain,Montgomery,NY,"40 River Street, Fort Plain, NY 13339",40 River Street
Schenectady,Schenectady,NY,"6 Sheldon Street, Schenectady, NY 12308",6 Sheldon Street
Ballston,Saratoga,NY,"L1.1 Eastline Road, Ballston, NY 12020",L1.1 Eastline Road
Albany,Albany,NY,"261 S Allen Street, Albany, NY 12208",261 S Allen Street
Amsterdam,Montgomery,NY,"249 Guy Park Avenue, Amsterdam, NY 12010",249 Guy Park Avenue
Wilton,Saratoga,NY,"9 Sagano Street, Wilton, NY 12866",9 Sagano Street
Cohoes,Albany,NY,"108 Johnston Avenue, Cohoes, NY 12047",108 Johnston Avenue
Schenectady,Schenectady,NY,"1238 Garner Avenue, Schenectady, NY 12309",1238 Garner Avenue
Clifton Park,Saratoga,NY,"13 Boyack Road, Clifton Park, NY 12065",13 Boyack Road
Malta,Saratoga,NY,"18 Callaghan Boulevard, Malta, NY 12020",18 Callaghan Boulevard
Whitehall,Washington,NY,"92 Morse Lane, Whitehall, NY 12887",92 Morse Lane
Johnstown,Fulton,NY,"189 2nd Avenue, Johnstown, NY 12078",189 2nd Avenue
Colonie,Albany,NY,"23 Wardley Circle, Colonie, NY 12047",23 Wardley Circle
Saratoga Springs,Saratoga,NY,"31 Madison Avenue, Saratoga Springs, NY 12866",31 Madison Avenue
Troy,Rensselaer,NY,"3229 6th Avenue, Troy, NY 12180",3229 6th Avenue
Albany,Albany,NY,"17 Chapel Street, APT 702, Albany, NY 12210","17 Chapel Street, APT 702"
Glens Falls,Warren,NY,"12 Feeder Bend, Glens Falls, NY 12801",12 Feeder Bend
Niskayuna,Schenectady,NY,"308 Saint Ann Drive, Niskayuna, NY 12309",308 Saint Ann Drive
East Greenbush,Rensselaer,NY,"181 Elliot Road, East Greenbush, NY 12061",181 Elliot Road
Schenectady,Schenectady,NY,"147 Barrett Street, 1, Schenectady, NY 12305","147 Barrett Street, 1"
Guilderland,Albany,NY,"14 St Marks Square, Guilderland, NY 12159",14 St Marks Square
Albany,Albany,NY,"213 Shaker Road, Albany, NY 12211",213 Shaker Road
Saratoga Springs,Saratoga,NY,"285 W Circular Street, Saratoga Springs, NY 12866",285 W Circular Street
Delanson,Schenectady,NY,"10193 Western Turnpike Turnpike, Delanson, NY 12053",10193 Western Turnpike Turnpike
Pittstown,Rensselaer,NY,"172 Factory Hollow Road, Pittstown, NY 12185",172 Factory Hollow Road
Amsterdam,Montgomery,NY,"10 Crescent Avenue, Amsterdam, NY 12010",10 Crescent Avenue
Malta,Saratoga,NY,"126 Arrow Wood Place, Malta, NY 12020",126 Arrow Wood Place
Clifton Park,Saratoga,NY,"3 Muirfield Lane, Clifton Park, NY 12065",3 Muirfield Lane
Hartford,Washington,NY,"60 Hartford Main Street, Hartford, NY 12838",60 Hartford Main Street
Putnam Station,Washington,NY,"17019 State Route 22, Putnam Station, NY 12861",17019 State Route 22
Salem,Washington,NY,"5463 State Route 22, Salem, NY 12865",5463 State Route 22
Broome,Schoharie,NY,"L23 State Route 145, Broome, NY 12122",L23 State Route 145
Albany,Albany,NY,"40 Meadow Lane, Albany, NY 12208",40 Meadow Lane
Watervliet,Albany,NY,"2105 4th Avenue, Watervliet, NY 12189",2105 4th Avenue
Amsterdam,Montgomery,NY,"190 Northampton Road, Amsterdam, NY 12010",190 Northampton Road
Altamont,Albany,NY,"115 Euclid Avenue, Altamont, NY 12009",115 Euclid Avenue
Charlton,Saratoga,NY,"19 Callaghan Boulevard, Charlton, NY 12019",19 Callaghan Boulevard
Stillwater,Saratoga,NY,"129 County Road 67, Stillwater, NY 12170",129 County Road 67
Northumberland,Saratoga,NY,"L41.1 West River Road, Northumberland, NY 12831",L41.1 West River Road
Clifton Park,Saratoga,NY,"8 Wall Street, Unit 236, Clifton Park, NY 12065","8 Wall Street, Unit 236"
Delanson,Schenectady,NY,"147 E Shore Road, Delanson, NY 12053",147 E Shore Road
Albany,Albany,NY,"3 S Marshall Street, 2, Albany, NY 12209","3 S Marshall Street, 2"
Hebron,Washington,NY,"L37.6 East Green Pond Way, Hebron, NY 12832",L37.6 East Green Pond Way
Clifton Park,Saratoga,NY,"36 Woodstead Road, Clifton Park, NY 12019",36 Woodstead Road
Albany,Albany,NY,"659 Myrtle Avenue, Albany, NY 12208",659 Myrtle Avenue
Lake George,Warren,NY,"97 Carefree Lane, Lake George, NY 12845",97 Carefree Lane
Chester,Warren,NY,"22 Memory Lane, Chester, NY 12817",22 Memory Lane
Whitehall Village,Washington,NY,"31 Neddo Street, Whitehall Village, NY 12887",31 Neddo Street
Troy,Rensselaer,NY,"2415 Lavin Court, Troy, NY 12180",2415 Lavin Court
Mechanicville,Saratoga,NY,"606 Broadway, 2, Mechanicville, NY 12118","606 Broadway, 2"
Victory,Saratoga,NY,"11 Timothy Drive, Victory, NY 12871",11 Timothy Drive
Cohoes,Albany,NY,"34 Vliet Street, B, Cohoes, NY 12047","34 Vliet Street, B"
"Saratoga Springs, Inside",Saratoga,NY,"19 Washington Street, 363 F, Saratoga Springs, Inside, NY 12866","19 Washington Street, 363 F"
Rotterdam,Schenectady,NY,"2740 Maida Lane, Rotterdam, NY 12306",2740 Maida Lane
Troy,Rensselaer,NY,"6 14th Street, Troy, NY 12180",6 14th Street
Esperance,Schoharie,NY,"112 Headstone Lane, Esperance, NY 12035",112 Headstone Lane
Horicon,Warren,NY,"69 Duell Hill Road, Horicon, NY 12815",69 Duell Hill Road
Albany,Albany,NY,"13 Clayton Place, Albany, NY 12209",13 Clayton Place
Glenville,Schenectady,NY,"16 Edmel Road, Glenville, NY 12302",16 Edmel Road
Sand Lake,Rensselaer,NY,"18 Autumn Lane, Sand Lake, NY 12196",18 Autumn Lane
Albany,Albany,NY,"148 Colonial Avenue, Albany, NY 12208",148 Colonial Avenue
Colonie,Albany,NY,"2 Daisy Street, Colonie, NY 12110",2 Daisy Street
Bethlehem,Albany,NY,"48 Westphal Drive, Bethlehem, NY 12054",48 Westphal Drive
Altamont,Albany,NY,"70 Sanford Place, Altamont, NY 12009",70 Sanford Place
Schenectady,Schenectady,NY,"35 James Street, Schenectady, NY 12304",35 James Street
Scotia,Schenectady,NY,"108 Cuthbert Street, Scotia, NY 12302",108 Cuthbert Street
Whitehall,Washington,NY,"1462 Carvers Falls Lane, Whitehall, NY 12887",1462 Carvers Falls Lane
Schenectady,Schenectady,NY,"1068 Parkwood Boulevard, Schenectady, NY 12308",1068 Parkwood Boulevard
Watervliet,Albany,NY,"15 7th Street, Watervliet, NY 12189",15 7th Street
Schenectady,Schenectady,NY,"1355 Chrisler Avenue, Schenectady, NY 12303",1355 Chrisler Avenue
Johnstown,Fulton,NY,"106 Dove Street, Johnstown, NY 12095",106 Dove Street
Seward,Schoharie,NY,"897 W Richmondville Road, Seward, NY 12043",897 W Richmondville Road
Queensbury,Warren,NY,"23 Westland Avenue, Queensbury, NY 12804",23 Westland Avenue
Fort Ann,Washington,NY,"1184 Tripoli Road, Fort Ann, NY 12827",1184 Tripoli Road
Schenectady,Schenectady,NY,"1287 Van Cortland Street, Schenectady, NY 12303",1287 Van Cortland Street
Schenectady,Schenectady,NY,"11 Ingersoll Avenue, Schenectady, NY 12305",11 Ingersoll Avenue
Wilton,Saratoga,NY,"20 Vincek Lane, Wilton, NY 12866",20 Vincek Lane
Albany,Albany,NY,"17 Ash Grove Place, 1, Albany, NY 12202","17 Ash Grove Place, 1"
Queensbury,Warren,NY,"7 Mockingbird Lane, Queensbury, NY 12804",7 Mockingbird Lane
Pittstown,Rensselaer,NY,"87 Le Loup Road, Pittstown, NY 12121",87 Le Loup Road
Duanesburg,Schenectady,NY,"242 Salsburg Road, Duanesburg, NY 12053",242 Salsburg Road
Indian Lake,Hamilton,NY,"180 Lake Snow Road, Indian Lake, NY 12842",180 Lake Snow Road
Ephratah,Fulton,NY,"L92.1 State Highway 10, Ephratah, NY 13339",L92.1 State Highway 10
Albany,Albany,NY,"2 Helderberg Avenue, Albany, NY 12208",2 Helderberg Avenue
Altamont,Albany,NY,"174 Main Street, Altamont, NY 12009",174 Main Street
Troy,Rensselaer,NY,"5 Broadway, 507, Troy, NY 12182","5 Broadway, 507"
Hartford,Washington,NY,"15 Baker Road, Hartford, NY 12832",15 Baker Road
Colonie,Albany,NY,"27 Hackett Avenue, Colonie, NY 12205",27 Hackett Avenue
Sand Lake,Rensselaer,NY,"21 Bullis Drive, Sand Lake, NY 12018",21 Bullis Drive
Clifton Park,Saratoga,NY,"7 Blueberry Lane, Clifton Park, NY 12065",7 Blueberry Lane
North Greenbush,Rensselaer,NY,"6 Hidley Rd Extension, North Greenbush, NY 12198",6 Hidley Rd Extension
Troy,Rensselaer,NY,"150 4th Street, 1, Troy, NY 12180","150 4th Street, 1"
Albany,Albany,NY,"700 Cortland Street, Albany, NY 12203",700 Cortland Street
Bethlehem,Albany,NY,"38 Mosher Road, Bethlehem, NY 12077",38 Mosher Road
Albany,Albany,NY,"178 Spring Street, Albany, NY 12203",178 Spring Street
Colonie,Albany,NY,"16 Meadow Lane, Colonie, NY 12110",16 Meadow Lane
Colonie,Albany,NY,"31 Mildred Lane, Colonie, NY 12110",31 Mildred Lane
Saratoga Springs,Saratoga,NY,"60 Weibel Avenue, 2SS101, Saratoga Springs, NY 12866","60 Weibel Avenue, 2SS101"
Bolton,Warren,NY,"648 E Schroon River Road, Bolton, NY 12824",648 E Schroon River Road
Middleburgh,Schoharie,NY,"471 Lower Road, Middleburgh, NY 12122",471 Lower Road
New Baltimore,Greene,NY,"1167 State Route 144, New Baltimore, NY 12192",1167 State Route 144
Halfmoon,Saratoga,NY,"40 Timberwick Drive, Halfmoon, NY 12065",40 Timberwick Drive
East Greenbush,Rensselaer,NY,"29 Delaware Avenue, East Greenbush, NY 12144",29 Delaware Avenue
Colonie,Albany,NY,"37 Linton Avenue, Colonie, NY 12205",37 Linton Avenue
Northville,Fulton,NY,"732 S Main Street, Northville, NY 12134",732 S Main Street
Schenectady,Schenectady,NY,"330 E Campbell Road, Schenectady, NY 12303",330 E Campbell Road
Albany,Albany,NY,"339 Madison Avenue, Albany, NY 12210",339 Madison Avenue
Troy,Rensselaer,NY,"9 Cheryl Court, Troy, NY 12180",9 Cheryl Court
Schodack,Rensselaer,NY,"320 Miller Road, Schodack, NY 12061",320 Miller Road
Halfmoon,Saratoga,NY,"81 Seashore Way, Halfmoon, NY 12118",81 Seashore Way
Schenectady,Schenectady,NY,"737 Bailey Street, Schenectady, NY 12303",737 Bailey Street
Albany,Albany,NY,"366 Magazine Street, 1st Floor, Albany, NY 12203","366 Magazine Street, 1st Floor"
Niskayuna,Schenectady,NY,"1832 Nott Street, Niskayuna, NY 12309",1832 Nott Street
New Baltimore,Greene,NY,"695 Deans Mill Road, New Baltimore, NY 12192",695 Deans Mill Road
Ballston Spa,Saratoga,NY,"12 Amber Way, Ballston Spa, NY 12020",12 Amber Way
Hampton,Washington,NY,"L7 Wicked Hollow Way, Hampton, NY 12837",L7 Wicked Hollow Way
Albany,Albany,NY,"1 Bleecker Terrace, Bldg 5 Unit 202, Albany, NY 12206","1 Bleecker Terrace, Bldg 5 Unit 202"
Albany,Albany,NY,"339 Hudson Avenue, Albany, NY 12210",339 Hudson Avenue
Lake George,Warren,NY,"78 Cotherman Drive, Lake George, NY 12845",78 Cotherman Drive
"Saratoga Springs, Outside",Saratoga,NY,"14 Summerfield Lane, Saratoga Springs, Outside, NY 12866",14 Summerfield Lane
Middleburgh,Schoharie,NY,"272 Meadowland Drive, Middleburgh, NY 12122",272 Meadowland Drive
Queensbury,Warren,NY,"30 Owen Avenue, Queensbury, NY 12804",30 Owen Avenue
Stephentown,Rensselaer,NY,"40 Shore Way, Stephentown, NY 12169",40 Shore Way
Schenectady,Schenectady,NY,"3336 McDonald Avenue, Schenectady, NY 12304",3336 McDonald Avenue
Brunswick,Rensselaer,NY,"58 Town Office Road, Brunswick, NY 12180",58 Town Office Road
Cohoes,Albany,NY,"115 Mohawk Street, Cohoes, NY 12047",115 Mohawk Street
Schenectady,Schenectady,NY,"364 Altamont Avenue, Schenectady, NY 12303",364 Altamont Avenue
Albany,Albany,NY,"84 Clinton Street, Albany, NY 12202",84 Clinton Street
Albany,Albany,NY,"45 Homestead Street, Albany, NY 12203",45 Homestead Street
Mechanicville,Saratoga,NY,"81 Ellsworth Avenue, Mechanicville, NY 12118",81 Ellsworth Avenue
"Saratoga Springs, Inside",Saratoga,NY,"6 Longwood Drive, Saratoga Springs, Inside, NY 12866",6 Longwood Drive
Grafton,Rensselaer,NY,"31 Snyder Road, Grafton, NY 12052",31 Snyder Road
Colonie,Albany,NY,"59 Reber Street, Colonie, NY 12205",59 Reber Street
Mechanicville,Saratoga,NY,"114 Park Avenue, Mechanicville, NY 12118",114 Park Avenue
Voorheesville,Albany,NY,"191 Helderberg Parkway, Voorheesville, NY 12186",191 Helderberg Parkway
Lake George,Warren,NY,"49 Cotherman Drive, Lake George, NY 12845",49 Cotherman Drive
Halfmoon,Saratoga,NY,"22 Gladstone Circle, Halfmoon, NY 12118",22 Gladstone Circle
"Saratoga Springs, Inside",Saratoga,NY,"160 East Avenue, Saratoga Springs, Inside, NY 12866",160 East Avenue
Guilderland,Albany,NY,"17 Malpass Road, Guilderland, NY 12203",17 Malpass Road
Rouses Point,Clinton,NY,"38 Smith Street, Rouses Point, NY 12979",38 Smith Street
Mayfield,Fulton,NY,"693 County Hwy 123, Mayfield, NY 12117",693 County Hwy 123
Troy,Rensselaer,NY,"53 3rd Street, 2B, Troy, NY 12180","53 3rd Street, 2B"
Halfmoon,Saratoga,NY,"9 Dover Place, Halfmoon, NY 12065",9 Dover Place
Troy,Rensselaer,NY,"33 White Church Lane, Troy, NY 12180",33 White Church Lane
Sand Lake,Rensselaer,NY,"321 Taborton Road, Sand Lake, NY 12153",321 Taborton Road
Albany,Albany,NY,"33 Lincoln Avenue, Albany, NY 12206",33 Lincoln Avenue
Queensbury,Warren,NY,"344 Ridge Road, Queensbury, NY 12804",344 Ridge Road
Albany,Albany,NY,"116 Philip Street, Albany, NY 12202",116 Philip Street
Troy,Rensselaer,NY,"527 Pawling Avenue, Troy, NY 12180",527 Pawling Avenue
Colonie,Albany,NY,"3930 Albany Street, Colonie, NY 12304",3930 Albany Street
Rotterdam,Schenectady,NY,"2038 Fiero Avenue, Rotterdam, NY 12303",2038 Fiero Avenue
Cohoes,Albany,NY,"18 Newark Street, Cohoes, NY 12047",18 Newark Street
Cohoes,Albany,NY,"15 Broadway, Cohoes, NY 12047",15 Broadway
Schenectady,Albany,NY,"61 Jones Drive, Schenectady, NY 12309",61 Jones Drive
Rotterdam,Schenectady,NY,"1334 Palma Avenue, Rotterdam, NY 12306",1334 Palma Avenue
Saratoga Springs,Saratoga,NY,"8 Oakridge Boulevard, Saratoga Springs, NY 12866",8 Oakridge Boulevard
Chatham,Columbia,NY,"532 County Route 32, Chatham, NY 12132",532 County Route 32
Colonie,Albany,NY,"8 Woodland Drive, Colonie, NY 12309",8 Woodland Drive
Providence,Saratoga,NY,"7109 Antioch Road, Providence, NY 12850",7109 Antioch Road
Bethlehem,Albany,NY,"24 Cotton Wood Lane, Bethlehem, NY 12158",24 Cotton Wood Lane
Richmondville,Schoharie,NY,"145 Palmer Road, Richmondville, NY 12149",145 Palmer Road
Schenectady,Schenectady,NY,"2630 Campbell Avenue, Schenectady, NY 12306",2630 Campbell Avenue
Troy,Rensselaer,NY,"37 Francis Street, Troy, NY 12180",37 Francis Street
Schenectady,Schenectady,NY,"547 Summit Avenue, Schenectady, NY 12307",547 Summit Avenue
Saratoga Springs,Saratoga,NY,"247 Washington Street, Saratoga Springs, NY 12866",247 Washington Street
Rotterdam,Schenectady,NY,"83 Whispering Pines Way, Rotterdam, NY 12306",83 Whispering Pines Way
Claverack,Columbia,NY,"437 Snydertown Road Parcel #2, Claverack, NY 12521",437 Snydertown Road Parcel #2
Schodack,Rensselaer,NY,"75 Mountain View Road, Schodack, NY 12123",75 Mountain View Road
Schenectady,Schenectady,NY,"954 Cleveland Avenue, Schenectady, NY 12306",954 Cleveland Avenue
Albany,Albany,NY,"36 Slingerland Street, Albany, NY 12202",36 Slingerland Street
Albany,Albany,NY,"76 S Manning Boulevard, Albany, NY 12203",76 S Manning Boulevard
Troy,Rensselaer,NY,"387 3rd Avenue, 304, Troy, NY 12182","387 3rd Avenue, 304"
North Greenbush,Rensselaer,NY,"29 Russell Avenue, North Greenbush, NY 12198",29 Russell Avenue
Colonie,Albany,NY,"10 Sunflower Lane, Colonie, NY 12205",10 Sunflower Lane
Mohawk,Montgomery,NY,"115 E 4th Avenue, Mohawk, NY 12177",115 E 4th Avenue
Gloversville,Fulton,NY,"45 Grove Street, Gloversville, NY 12078",45 Grove Street
Canajoharie,Montgomery,NY,"89 Church Street, Canajoharie, NY 13317",89 Church Street
Glens Falls,Warren,NY,"27 Prospect Street, Glens Falls, NY 12801",27 Prospect Street
South Glens Falls,Saratoga,NY,"184 Main Street, South Glens Falls, NY 12803",184 Main Street
Schenectady,Schenectady,NY,"1734 Randolph Road, Schenectady, NY 12308",1734 Randolph Road
Warrensburg,Warren,NY,"17 Hudson Street, Warrensburg, NY 12885",17 Hudson Street
Guilderland,Albany,NY,"3081 New Williamsburg Drive, Guilderland, NY 12303",3081 New Williamsburg Drive
Saratoga Springs,Saratoga,NY,"132 Jefferson Street, Saratoga Springs, NY 12866",132 Jefferson Street
Albany,Albany,NY,"10 Glendale Avenue, Albany, NY 12208",10 Glendale Avenue
Gloversville,Fulton,NY,"34 Woodward Avenue, Gloversville, NY 12078",34 Woodward Avenue
Guilderland,Albany,NY,"39 Northgate Drive, Guilderland, NY 12203",39 Northgate Drive
Middle Grove,Saratoga,NY,"5 Kilmer Roadway, Middle Grove, NY 12850",5 Kilmer Roadway
